,hashtags,hashtagsDate,hashtagsedge_liked_by.count
2358,[],12/27/18 14:03,113
2359,"['landscapephotography', 'oregonstateuniversity', 'd3400', 'osu', '50mm', 'naturephotography', 'photoshoot', 'PortraitPerfection', 'portraitphotography', 'photography', 'IGPortrait', 'nightphotography', 'nightportrait', 'photooftheday', 'naturelovers', 'Portrait_Society', 'corvallis', 'mobilephotography', 'Portraiture', 'buildthedam', 'oregon', 'nikon', 'nikond3000', 'macrophotography', 'vignette', 'senyumselaluu']",12/22/18 17:59,113
2360,"['oregon', 'stars', 'pnw', 'oregonstateuniversity', 'friendshipquotes', 'group', 'astrophotography', 'quotes', 'sky', 'maryspeak', 'friends', 'bigdipper']",10/22/18 11:36,113
2361,"['osufan', 'collegewatchco', 'oregonfangear', 'oregonstateuniversity', 'osu', 'collegewatch', 'GoBeavs', 'osubeavers', 'gobeavers', 'oregonstate', 'wotd', 'watches', 'osualumni']",10/12/18 17:00,113
2362,[],9/26/18 9:29,113
2363,"['oregonstate', 'CC1993', 'corvallis']",9/18/18 19:22,113
2364,[],8/24/18 9:42,113
2365,"['miniaturehorse', 'oregonstateuniversity', 'petpartners', 'tinydancer', 'corvallis', 'postsurgery', 'therapyhorse', 'miniaturehorseofinstagram', 'gettingstronger', 'lifesaving']",7/24/18 12:06,113
2366,"['nativescience', 'oregonstateuniversity', 'nativehealth', 'osu', 'oregonexplored', 'university', 'dreamteam', 'indigenous', 'beavernation']",6/27/18 21:25,113
2367,"['MasterSarahRaquel', 'oregonstateuniversity']",6/20/18 17:10,113
2368,['GoBeavs'],5/30/18 17:08,113
2369,"['oregonstate', 'oregonstateuniversity', 'Pac12']",3/25/18 17:04,113
2370,[],3/1/18 21:11,113
2371,"['oregonstateuniversity', 'wdw', 'disneyfashion', 'disneyig', 'disgram', 'disneygram', 'instadisney', 'wdw_igers', 'allthecoffee', 'disneylifestyle', 'disneyparks', 'disneybound', 'longtimecoming', 'dlr_igers', 'extramagical', 'teamrundisney', 'blog', 'dlrig', 'disneyigers', 'rundisney', 'instagood', 'disneylove', 'pnwdisneylover', '5yearslater', 'sleepingbeautycastle', 'disney', 'dlr', 'disneyland', 'dlca', 'bachelorsofscience']",11/28/17 8:54,113
2372,"['ilovemydog', 'oregonstateuniversity', 'englishcreamentourage', 'osu', 'gloriousgoldens', 'dogsofinstagram', 'goldenretriever', 'dogburgundy', 'petsoriginal', 'ilovegolden_retrievers', 'weeklyfluff']",11/11/17 19:28,113
2373,"['oregon', 'explore', 'pnw', 'oregonstateuniversity', 'lifeisgood', 'oregonexplored', 'optoutside', 'oregonstate', 'fall', 'pnwonderland', 'bestoforegon', 'pnwcollective', 'exploreoregon', 'pacificnorthwest', 'wanderlust', 'adventure', 'goodvibes', 'wander']",10/20/17 16:10,113
2374,[],10/18/17 14:53,113
2375,"['oregonstatebeavers', 'ussda', 'oregonstateuniversity']",8/14/17 22:11,113
2376,"['oregonstateuniversity', 'theapl', 'niketraining', 'beastsquad', 'pvamufootball', 'nikeopening', 'nikepro', 'piratefootball', 'nikeelite', 'oregonstatefootball']",6/5/17 6:58,113
2377,[],5/20/17 16:08,113
2378,[],5/4/17 21:55,113
2379,[],4/18/17 20:13,113
2380,[],3/15/17 21:37,113
2381,[],3/8/17 20:40,113
2382,[],3/7/17 12:16,113
2383,[],2/19/17 10:59,113
2384,[],2/1/17 16:21,113
2385,['modernsalon'],1/31/17 10:36,113
2386,"['oregonstateuniversity', 'oregonexplored', 'university', 'adventurevisuals', 'college', 'student', 'pnw', 'oregonnw', 'upperleftusa', 'school', 'oregonstate', 'bestoforegon', 'learning', 'economics', 'relfection', 'campus', 'beavernation', 'kgwweather', 'corvallis', 'pnwcollective', 'gobeavs', 'winter', 'collegelife', 'pnwlife', 'architecture', 'study']",1/9/17 22:26,113
2387,[],1/6/17 22:14,113
2388,"['oregonstateuniversity', 'beaverclassic', 'showtime', 'armcrestkind', 'essence', 'embryos', 'bigtimers', 'glorious', 'showdown', 'mascalese']",12/18/16 17:32,113
2389,"['instaday', 'oregonstateuniversity', 'vscofall', 'vscocam', 'vscodaily', 'vsco', 'autumn', '☁', 'vscodailydose', 'vscoclouds', 'fall', 'vscophile', 'cloudstagram', 'igdaily', 'vscogram', 'instablanger']",11/16/16 13:07,113
2390,"['osu', 'beavernation', 'oregonstateuniversity']",9/28/16 17:00,113
2391,"['GoBeavs', 'rootsorganic', 'vegetables', 'organic', 'growyourown', 'OregonStateUniversity', 'microbefarming', 'soilgrown', 'covercrop', 'be2', 'dontpanicitsorganic', 'nasu', 'notill', 'livingsoil', 'nongmo', 'organicsoil', 'organicgardening', 'soilmicrobes', 'eggplant', 'organicfarming', 'compost', 'sustainability', 'be1']",8/10/16 16:06,113
2392,"['oregonstateuniversity', 'frenchpress', 'deathbeforedecaf', 'stippling', 'design', 'illustration', 'linework', 'graphicdesign', 'blackwork', 'microdrawing', 'microns', 'coffee']",8/4/16 12:50,113
2393,"['oregonstateuniversity', 'entrepreneurship', 'greatideas', 'new', 'bumbershoot', 'college', 'sasquatch', 'entrepreneur', 'spring', 'musicfestival', 'cantwait', 'music', 'cfo', 'wtf', 'startup', 'ceo', 'sharktank', 'awesome', 'discjamz', 'discjam', 'outdoors', 'oregon', 'pemberton', 'excited', 'frat', 'summer']",6/4/16 20:14,113
2394,"['recovery', 'monday']",2/22/16 8:58,113
2395,"['welcometobeavernation', 'oregonstateuniversity', 'beavers', 'oregonstate', 'beavernation']",1/12/15 15:37,113
2396,"['oregon', 'oregonstateuniversity', 'trees', 'osu', 'nature', 'autumn', 'oregonstate', 'leafs', 'fall', 'beautiful']",11/10/14 15:01,113
2397,"['sick', 'oregonstateuniversity', 'me']",3/12/14 21:50,113
2398,"['Food', 'OregonStateUniversity', 'RiseAboveCancer', 'البروكلي', 'سرطان_الثدي', 'cancer']",10/6/12 8:38,113
2399,[],3/5/19 11:25,112
2400,[],2/23/19 17:47,112
2401,[],2/1/19 12:30,112
2402,"['OregonStateUniversity', 'csufHEP', 'osuHEP', 'OregonandCalifornia', 'CalStateFullerton']",11/11/18 17:14,112
2403,"['brooklyn', 'washingtonesquarearch', 'oregonstateuniversity', 'portlandoregon', 'nyu', 'newyorkuniversity', 'adorama', 'washingtonsquarepark', 'sonya7riii', 'empirestate', 'sonyclub', 'visualambassadors', 'wtc', 'washingtonsquareparknyc', 'newyork', 'oregonstate', 'respect', 'travelnewyork', 'newyorkcity', 'portlandphotographer', 'sony', 'brooklynbridge', 'empirestatebuilding', 'manhattan', 'travelphotography', 'worldtradecenter', 'brooklynbeckham', 'travel', 'visitnewyork']",10/14/18 19:35,112
2404,"['belmontgoats', 'goats', 'oregonstateuniversity']",10/12/18 18:24,112
2405,"['ベニービーバー', 'oregonstateuniversity', 'osu', 'スクリプトビューライター', 'カレッジマスコット', 'オレゴン州立大学', 'scriptvulighter']",10/7/18 23:52,112
2406,"['adventurer', 'oregonstateuniversity', 'snowpark', 'oregonexplored', 'followme', 'funnyvideos', 'ali', 'exploremore', 'likes', 'discover', 'oregonstate', 'backcountryskiing', 'backcountry', 'adventure', 'skii', 'omani', 'snow', 'ski', 'skiing', 'optoutside', 'vlog', 'funny', 'oregon', 'leadership', 'vlogger', 'crosscountryskiing', 'videoftheday', 'snowboarding', 'crosscountry', 'travelguide']",10/7/18 0:07,112
2407,"['OregonStateUniversity', 'GoBeavs', 'OSUMCT18']",10/6/18 20:50,112
2408,"['drinkcraft', 'oregonstateuniversity', 'oregondistilled', 'imbibe', 'oregonmade', 'cocktails', 'oregonspiritdistillers', 'westernoregon', 'craft', 'Corvallis', 'willamettevalley', 'gin', 'whisperproject', 'craftcocktails', 'absinthe', 'tasting', 'santiamliquorstore', 'gameday', 'speakeasy', 'beaver', 'oregonspirit', 'doyouhaveoregonspirit']",9/22/18 11:37,112
2409,"['education', 'moveinday', 'oregonstateuniversity']",9/16/18 20:53,112
2410,"['oregonmom', 'shesgotapoint', 'oregonnw', 'oregonstateuniversity', 'oregontrip', 'thesealdeal', 'oregonstate', 'oregonwedding', 'oregonmade', 'oregonadventures', 'oregonducks', 'oregoncoast']",8/13/18 16:21,112
2411,"['oregonstateuniversity', 'osu', 'adoresaloncorvallis', 'mensdressshoes', 'lebanonoregon', 'corvallisoregon', 'menshair', 'corvallishairstylist', 'pnw', 'menshighlights', 'nwstylist', 'mensfashion', 'menssummerfashion', 'corvallis', 'philomathoregon', 'kevinmurphy', 'style', 'corvallishair', 'hairstylistcorvallis', 'menswear', 'beaver', 'albanyoregon']",8/1/18 13:18,112
2412,"['oregonstateuniversity', 'imjustherecollaboratingfor2weeks', 'osu', 'osubeavers', 'beavers', 'loud', 'oregonstate', 'oregonstatebeavers']",6/27/18 20:13,112
2413,"['oregon', 'unitedcitizensofamerica', 'usa', 'oregonstateuniversity', 'america', 'corvallis', 'bentoncountyparks', 'corvallisoregon', 'pacificnorthwest', 'northwest', 'corvallisphotography']",5/9/18 15:48,112
2414,[],4/28/18 10:39,112
2415,"['columbia', 'oregonstateuniversity', 'earthday', 'fitness', 'pnwonderland', 'getoutside', 'nike', 'pnw', 'rei', 'earthday2018', 'legday', 'fitfam', 'pdx', 'snowhike', 'gobeavs', 'mountainhardwear', 'glacading', 'mountainclimbing', 'washingtonstate', 'mtsthelens', 'oregonstatebeavers', 'reiproject1440', 'subicrew', 'fitchick', 'bestcrew', 'legworkout', 'ihike']",4/22/18 20:11,112
2416,"['corgistagram', 'augie', 'oregonstateuniversity', 'osu', 'dogsofinstagram', 'corgibutt', 'corgicommunity', 'college', 'cute', 'aussiepuppy', 'spring', 'cutepuppy', 'aussiesofinstagram', 'corgimix', 'corgilove', 'dog', 'beavers', 'weatherford', 'puppy', 'gobeavs', 'puppiesofinstagram', 'oregon', 'corgisofinstagram', 'corgination', 'doggo', 'corgi', 'corgipuppy']",4/6/18 22:20,112
2417,"['韩式', 'forrest', 'portland', 'model', 'oregonstateuniversity', 'korean', 'osu', '個人寫真', 'photo', '사진', 'koreangirl', 'photography', 'portrait', 'koreanmakeup', '세련된스타일', '체크', 'corvallis', 'koreanstyle', 'oregon', '韓式化妝', 'modeling']",3/31/18 23:05,112
2418,"['oregon', 'usa', 'oregonstateuniversity', 'oregonphotography', 'america', 'corvallis', 'oregonstate', 'corvallisoregon', 'pacificnorthwest', 'corvallisphotography']",3/11/18 11:36,112
2419,[],2/20/18 17:06,112
2420,"['oregongrape', 'oregonstateuniversity', 'scienceproud', 'pruningseason', 'orgulhocientista', 'corvallisoregon', 'oregonwine']",1/27/18 20:01,112
2421,"['brisket', 'USARMY', 'Semperfi', 'USCG', '2A247', 'oregon', 'oregonstateuniversity', 'alwaysjoinourtailgate', 'CCW247', 'bennybeaver', 'osubeavers', 'oregonstate', 'chili', 'USMC', 'USAF', 'homemade', 'USNAVY', 'veteran', 'boycottnfl', 'bacon']",11/18/17 14:02,112
2422,"['corvallisor', 'standupforheroes2017', 'oregonstateuniversity', 'salonlife', 'corvallis', 'albanyoregon', 'albanyor', 'downtowncorvallis', 'linnbenton', 'oregonstate', 'summitsalon', 'corvallisoregon', 'corvallissalon', 'behindthechair', 'honeycombcorvallis', 'standupforheroes']",11/6/17 20:58,112
2423,"['fairbankshall', 'drawing', 'bernini', 'oregonstateart', 'snakes', 'oregonstateuniversity', 'snakehair', 'medusa', 'graphite', 'osuartcore', 'beginningdrawing', 'charcoal']",10/31/17 16:43,112
2424,"['OregonStateUniversity', 'CutsByWatts', 'HighVoltage', 'OregonBarber', 'CorvallisBarber']",9/19/17 9:59,112
2425,"['apartmentdog', 'oregonstateuniversity', 'australianshepherdpuppy', 'blacktriaussie', 'dogsofinstagram', 'aussielove', 'corvallisoregon', 'australianshepherdsofinstagram', 'pnw', 'oregonstate', 'aussiepup', 'australianshepherds', 'aussie', 'dog', 'corvallis', 'puppy', 'dogsofinsta', 'australianshepherdworld', 'puppiesofinstagram', 'puppies', 'oregon', 'puppiesofinsta', 'blacktri', 'dogs', 'australianshepherd']",9/7/17 11:53,112
2426,[],6/21/17 5:21,112
2427,"['oregonstateuniversity', 'socialjustice', 'degreebound', 'bachelorofscience', 'bringitonlife', 'politicalscience', 'threemoreweeks']",5/29/17 21:21,112
2428,"['silverhair', 'darkroots', 'corvallishairsalon', 'corvallishair', 'oregonstateuniversity', 'redken', 'osu', 'color', 'adoresaloncorvallis', 'redkenshadeseq', 'adoresalon', 'ombrehair', 'corvallisoregonhair', 'baylageombre', 'corvallissalon', 'silvercolormelt', 'platinumblonde']",5/24/17 20:15,112
2429,"['oregonstateuniversity', 'inclusivity', 'diversity', 'whitewater', 'ohtheplacesyoullgo', 'livingmydreams', 'extremesports']",5/24/17 10:58,112
2430,[],4/21/17 22:36,112
2431,[],3/25/17 22:39,112
2432,[],3/21/17 16:55,112
2433,[],3/19/17 14:17,112
2434,"['oregonstateuniversity', 'BleedOrange', 'OrangeOnOrange', 'GoBeavs', 'BeaverNation', 'OSUAlumni']",3/7/17 22:20,112
2435,[],2/20/17 14:17,112
2436,['modernsalon'],2/1/17 16:18,112
2437,[],1/29/17 12:11,112
2438,['moneybee_architecture'],1/23/17 8:12,112
2439,[],1/16/17 22:11,112
2440,[],12/28/16 13:23,112
2441,"['nontoxic', 'MasBlue', 'YInMnBlue']",12/22/16 15:33,112
2442,"['sasquatchnation', 'oregonstateuniversity', 'AAS', 'areaxi']",12/3/16 22:06,112
2443,"['goodnight', 'oregonstateuniversity', 't', 'updown', 'springterm']",5/22/16 22:55,112
2444,[],4/19/16 8:11,112
2445,[],4/16/16 17:16,112
2446,"['cascades', 'oregonstateuniversity', 'illbeback', 'flyfishing', 'metoliusriver', 'findyourwater', 'oregontrout', 'keepemwet', 'rainbowtrout']",4/12/16 20:10,112
2447,[],4/3/16 0:47,112
2448,"['oregon', 'portland', 'oregonstateuniversity', 'portlandoregon', 'oregonstate', 'oregonducks', 'ducks']",1/1/16 15:18,112
2449,[],12/17/15 10:39,112
2450,[],8/16/15 19:27,112
2451,[],4/25/19 16:31,111
2452,[],4/23/19 20:56,111
2453,[],3/23/19 20:52,111
2454,[],1/11/19 16:44,111
2455,"['oregon', 'mentalgame', 'oregonstatebaseball', 'oregonstateuniversity', 'abca2019', 'letyourplayersplay', 'd1baseball', 'oregonstate', 'abca', 'collegeworldseries', 'patcasey', 'beaversbaseball', 'baseballcoach', 'oregonstatebeavers']",1/5/19 5:07,111
2456,['bts'],12/23/18 15:40,111
2457,"['oregonstateuniversity', '4sup', 'gobruins', 'GoBeavs', 'pnwonderland', 'pacificnorthwest', 'basketball', 'pnw', 'upperleftusa', 'pacificnw', 'athletes', 'oregonstate', 'oregonstatewomensbasketball', 'corvallis', 'corvegas', 'coolvallis', 'oregon', 'traveloregon', 'womensbasketball', 'uclabruins', 'corvo', 'Robventures', 'osubeavers', 'pnwlife', 'visitcorvallis', 'ucla']",11/28/18 14:32,111
2458,[],11/10/18 10:18,111
2459,"['oregonstateuniversity', 'football', 'osu', 'corvallis', 'beavers', 'saturdaynight', 'footballseason']",11/3/18 22:35,111
2460,[],10/30/18 14:48,111
2461,"['FallingForFall', 'OregonStateUniversity', 'OSU150', 'Oregon']",10/27/18 13:03,111
2462,[],9/3/18 18:30,111
2463,"['GraduationCap', 'OregonStateUniversity', 'Graduation', 'OSU']",6/24/18 22:02,111
2464,"['oregonstateuniversity', 'miniaturehorse', 'tinydancer', 'takingabreak', 'corvallis', 'miniaturehorsesofinstagram', 'vetschool']",4/29/18 0:11,111
2465,"['oregon', 'cutie', 'oregonstateuniversity', 'osu', 'succulents', 'サボテン', 'さぼてん', 'かわいい', 'ミニ', 'small']",4/20/18 20:23,111
2466,"['beauty', 'balayagehair', 'oregonstateuniversity', 'redken', 'pureology', 'salonlife', 'shadeseq', 'hairinspo', 'corvallisoregon', 'linnbenton', 'oregonstate', 'ittakesapro', 'corvallisor', 'balayage', 'balayageombre', 'corvallis', 'downtowncorvallis', 'summitsalon', 'corvallissalon', 'modernsalon', 'pureologylove', 'albanyoregon', 'albanyor', 'besthaircorvallis', 'honeycombcorvallis']",3/1/18 7:13,111
2467,"['marketingteam', 'advertising', 'oregonstateunviersity', 'marketingdegreepayingoff', 'marketingclass', 'osucollegeofbusiness', 'oregonstateuniversity', 'femalebusinessowner', 'womaninbussiness', 'femaleentrepreneur', 'beavsmc', 'viralbusiness', 'marketing', 'gobeavs']",2/14/18 9:23,111
2468,"['oregonstateuniversity', 'australianshepherdpuppy', 'blacktriaussie', 'osu', 'dogsofinstagram', 'australianshepherdsofinstagram', 'aussiesofpnw', 'aussiesofig', 'aussiepuppy', 'oregonstate', 'aussiesofinstagram', 'australianshepherds', 'aussie', 'dog', 'puppy', 'dogsofig', 'gobeavs', 'puppiesofinstagram', 'puppies', 'oregon', 'blacktri', 'puppiesofig', 'dogs', 'australianshepherd', 'aussiesoforegon']",1/13/18 16:11,111
2469,"['oregonstateuniversity', 'путешествия', 'английскийязык', 'beautifulworld', 'speakenglish', 'жизньвсша', 'studyabroad', 'учиманглийский', 'studymotivation', 'oregonstate', 'кудапойтивказани', 'motivation', 'учебавсша', 'школаиностранныхязыков', 'учебазарубежом', 'мотивация', 'studyenglish', 'gobeavs', 'englishschool', 'учуанглийский', 'русскиевамерике', 'обучениезарубежом', 'englishcourses', 'путешествияпомиру']",10/18/17 3:14,111
2470,"['oregon', 'oregonstateuniversity', 'grad2017', 'osu', 'reserstadium', 'corvallis', 'pdx', 'summer2017', 'beavers', 'osugraduation', 'travel', 'graduation', 'summer']",6/17/17 23:25,111
2471,"['oregonstateuniversity', 'follow', 'sunset', 'followme', 'naturephotography', 'happy', 'photo', 'nature', 'fashion', 'photography', 'photooftheday', 'beautiful', 'naturelovers', 'fun', 'corvallis', 'love', 'friends', 'bhfyp', 'instalike', 'picoftheday', 'winter', 'oregon', 'instagram', 'instagood', 'me', 'landscape', 'travel', 'sky', 'art', 'summer']",4/14/17 15:34,111
2472,[],4/8/17 0:12,111
2473,[],2/27/17 1:13,111
2474,['modernsalon'],2/18/17 18:41,111
2475,"['oregonstateuniversity', 'osu', 'collegelife', 'praisethelawd', 'studentlife']",11/30/16 23:46,111
2476,[],11/30/16 11:28,111
2477,"['oregon', 'oregonnw', 'oregonstateuniversity', 'corvallis', 'corvallisoregon', 'OregonState', 'corvallisphotography']",10/26/16 18:22,111
2478,"['georgiatech', 'princeton', 'oregonstateuniversity']",10/21/16 9:58,111
2479,[],6/5/16 15:24,111
2480,"['notill', 'OregonStateUniversity', 'AminoAcids', 'microbes', 'sustainability', 'giantwatermelons', 'agronomy', 'GoBeavs', 'Be1', 'giantpumpkin', 'organicfarming', 'livingsoil', 'rootsorganic', 'compost', 'organicgardening', 'probioticfarmersalliance', 'soilgrown', 'organicsoil', 'teamingwithmicrobes', 'dontpanicitsorganic']",5/31/16 15:17,111
2481,[],4/18/16 11:52,111
2482,"['soilgrown', 'oregonstateuniversity', 'awakenyoursoil', 'rootmass', 'teamingwithmicrobes', 'livingsoil', 'favabeans', 'pureenergy', 'aminoacids', 'buildingsoil', 'livingorganicsoil', 'organicsoil', 'be1', 'covercrop']",3/4/16 8:11,111
2483,[],11/12/15 17:03,111
2484,"['oregon', 'leaves', 'instagood', 'oregonstateuniversity', 'osu', '100years', 'corvallis', 'greatnature', 'travel', 'fall', 'green', 'tree', 'savethetrees', 'ağaç', '2015', 'environmets']",9/17/15 11:48,111
2485,[],9/10/15 7:37,111
2486,"['OregonStateUniversity', 'MUFC', 'Corvallis', 'DavidLuiz', 'Skills', 'OR', 'Fun', 'Soccer']",5/21/15 15:32,111
2487,"['GonnaBeAnEngineer', 'blessed', 'beaverNation']",12/13/14 21:03,111
2488,"['mymomhatesmyhair', 'pnw', 'sorrymom', 'oregonstateuniversity', 'skobeavs']",4/15/19 19:17,110
2489,"['science', 'dietetics', 'oregonstateuniversity']",4/12/19 13:17,110
2490,"['eugenehair', 'portlandsalon', 'vancouversalon', 'oregonstateuniversity', 'salemsalon', 'astoriaoregon', 'osu', 'florenceoregon', 'oregonsalon', 'salemhair', 'blondebalayage', 'portlandhair', 'eugenesalon', 'oregonstate', 'newportoregon', 'springfieldsalon', 'universityoforegon', 'springfieldhair', 'balayage', 'rootybalayage', 'oregonhair', 'goducks', 'uofo', 'gobeavs', 'corvallissalon', 'vancouverhair', 'corvallishair', 'highlights', 'rootyblonde']",4/12/19 7:14,110
2491,[],4/6/19 15:25,110
2492,[],4/4/19 21:49,110
2493,"['excited', 'justthetwoofus', 'beavers', 'oregonstateuniversity']",4/4/19 8:19,110
2494,"['oregon', 'explore', 'outside_project', 'oregonstateuniversity', 'trail', 'creepylandscape', 'foggy', 'hiking', 'pnwisbeautiful', 'corvallis', 'weekendoff', 'nature', 'fog', 'naturephotography', 'pnwlife', 'pacificnorthwest', 'americandays', 'explorer', 'creepy', 'exploringoregon']",3/31/19 13:16,110
2495,"['ftw', 'oregonstate']",3/19/19 7:57,110
2496,"['oregonstateuniversity', 'osuscience', 'snazzy', 'impressed', 'winterterm2019']",2/14/19 15:18,110
2497,"['hc', 'trivia', 'oregonstateuniversity', 'having_fun', 'honorscollege', 'goodvibesonly', 'player', 'oregonstate', 'goodvibes', 'funnight', 'pizzanight', 'osuhonorscollege', 'newfriendships', 'questionschallenge', 'unique', 'teamwork', 'blueshirt', 'oregon', 'questions', 'trivianight', 'deans', 'newfriends']",1/24/19 10:51,110
2498,"['osudressage', 'oregonstateuniversity', 'Mr', 'dressagehorse', 'IDAherewecome']",12/20/18 23:11,110
2499,['oregonstateuniversity'],12/20/18 12:22,110
2500,"['oregon', 'photographer', 'nikon', 'fallleaves', 'oregonstateuniversity', 'amaturephotography', 'osu', 'sunny', 'oregonstate', 'fall', 'photography', 'fallvibes', 'shotwithnikon', 'sunnyday', 'photooftheday', 'nikonphotography']",11/11/18 12:46,110
2501,"['sylviaplath', 'ghostwriters', 'annafidler', 'oregonstateuniversity']",10/8/18 8:57,110
2502,"['dogstagram', 'oregonstateuniversity', 'irishterrier', 'dogsofinstagram', 'instadog', 'futuregraduate', 'instadaily', 'dognation', 'muttsofinstagram', 'mutt', 'dogswhohike', 'photooftheday', 'handsome', 'optoutside', 'doglover', 'collegedog', 'petlovers', 'gobeavs', 'dogswithbeards', 'igdaily', 'labmix', 'instagood', 'labsofinstagram', 'adventuredogs', 'irishterriersofinstagram']",6/12/18 17:48,110
2503,"['smoke', 'oregonstateuniversity', 'branding', 'olcc', 'sunsoilwater', 'garden', 'prerolldisplay', 'organic', 'craftcannabis', 'grow', 'willamettevalley', 'oregoncoast', 'handpacked', 'familybusiness', 'cannabis', 'corvallis', 'inhouse', 'smallbusiness', 'oregon', 'recreationalmarijuana', 'local', 'prerolls', 'varietypack', 'wholeflower', 'fallenwood', 'noinvestors']",3/14/18 9:50,110
2504,"['osu150', 'studyabroad', 'oregonstateuniversity', 'outhere', 'globalbeavs']",2/5/18 16:32,110
2505,"['maryspeakoregon', 'oregonphotography', 'oregonstateuniversity', 'philomath', 'corvallisoregon', 'corvallisphotography']",1/27/18 18:52,110
2506,"['oregonstate', 'osu', 'oregonstateuniversity', 'osubeavers']",1/24/18 8:07,110
2507,[],1/1/18 14:03,110
2508,"['oddfellows', 'oregonstateuniversity', 'corvallismuralproject', 'streetmural', 'mural', 'corvallis', 'muralartist', 'arteverywhere', 'downtowncorvallis', 'ioof', 'streetart', 'art', 'corvallisoregon', 'artforeveryone', 'symbolart', 'friendshiptruthlove', 'graffitiart']",10/2/17 20:06,110
2509,[],9/21/17 7:23,110
2510,[],7/24/17 22:06,110
2511,"['fashionista', 'Saturday', 'summer', 'oregonstateuniversity', 'styleinspo', 'fashion', 'runwaycorvallis', 'shoplocal', 'style', 'runwayfashionexchange', 'styleaddict', 'runwayfinds']",7/20/17 16:35,110
2512,"['unitedcitizensofamerica', 'oregonstateuniversity', 'oregonphotography', 'corvallisoregon', 'oregonnw', 'sweetlandofliberty', 'photocontest', 'oregoncoast', 'OregonState', 'corvallisphotography', 'usa', 'georgewashington', 'oregoncoastphotography', 'weownamerica', 'america', 'corvallis', 'maryspeak', 'iwilldieforamerica', 'oregon', 'bicentennialbaby', 'thefoundingfathers', 'wethepeople', 'oregonphotographer', 'corvallisphotographer', 'worldpeace']",6/21/17 9:51,110
2513,"['father', 'june', 'oregonstateuniversity', 'girl', 'love', '2017', 'graduation', 'daugther', 'golf']",6/19/17 7:21,110
2514,['oregonstateuniversity'],6/17/17 18:54,110
2515,"['oregon', 'oregonnw', 'oregonstateuniversity', 'oregonphotography', 'sweetlandofliberty', 'corvallis', 'wethepeople', 'photocontest', 'corvallisoregon', 'oregonphotographer', 'corvallisphotographer', 'worldpeace', 'OregonState', 'corvallisphotography']",5/25/17 13:15,110
2516,"['outfitinspo', 'outfitinspiration', 'oregonstateuniversity', 'sunday', 'fashion', 'runwaycorvallis', 'outfitoftheday', 'runwayfashionexchange', 'runwayfinds']",4/30/17 14:03,110
2517,[],3/11/17 8:26,110
2518,[],3/7/17 20:58,110
2519,[],2/28/17 6:30,110
2520,['modernsalon'],2/22/17 22:33,110
2521,"['notill', 'microbes', 'oregonstateuniversity', 'dryfarming', 'organicfarming', 'soilhealth', 'dryfarmingcollaborative', 'smallfarmsconference2017', 'theleanfarm', 'gobeavs', 'covercrop', 'osuextension']",2/18/17 11:02,110
2522,"['GoGreek', 'AcaciaFraternity', 'OregonStateUniversity']",1/31/17 10:04,110
2523,[],1/18/17 13:44,110
2524,"['newyear', 'rodeodrive', 'winterbreak', 'rodeodr', 'beverlyhills', 'oregonstateuniversity', 'portlandphotographer', 'pdx', 'explorecalifornia', 'worldtraveler', 'portlandor', 'losangeles', 'gobeavs', 'lax']",1/8/17 20:52,110
2525,"['beavernation', 'oregonstateuniversity']",11/3/16 16:14,110
2526,[],4/12/16 11:28,110
2527,[],3/12/16 12:39,110
2528,"['oregonstateuniversity', 'osu', 'snowbunnyexpress', 'corvallis', 'arcticpaintingdelivery']",1/3/16 13:50,110
2529,[],12/23/15 21:17,110
2530,['oregonstateuniversity'],11/22/15 13:06,110
2531,[],7/20/15 16:30,110
2532,"['oregon', 'allcollege', 'selfieselfshot', 'model', 'oregonstateuniversity', 'osu', 'hot', 'girl', 'collegelife', 'collegebabe', 'modeling', 'oregonstate', 'collegegirl', 'babe', 'college', 'pretty']",1/31/15 14:15,110
2533,"['oregon', 'oregonstateuniversity', 'osu', 'baseball', 'beavers', 'oregonstate', 'gobeavs', 'beaverbaseball']",8/6/14 18:54,110
2534,"['oregon', 'osu', 'pnw', 'oregonstateuniversity']",11/2/13 16:40,110
2535,"['currentadvocates', 'osucop', 'OSUlegislativeday', 'oregonstateuniversity', 'bennythebeaver', 'futurepharmacyleaders', 'futurepharmacists', 'legislativeday2019', 'highereducation', 'gobeavs', 'legislativeday', 'beavernation']",4/17/19 16:29,109
2536,"['igersmarche', 'oregonstateuniversity', 'graduationparty', 'vscocam', 'graduation', 'nature_good', 'fitnessgirl', 'marketingonline', 'discover', 'fit', 'manager', 'volgobologna', 'woodenshoetulipfestival', 'yallersmarche', 'girlpower', 'hikingtrail', 'trip', 'wildlife', 'girlskissingirls', 'yallersitalia', 'wildlady', 'graduationday', 'travelphotography', 'igersbologna', 'grad', 'volgoemiliaromagna', 'marketingdigital', 'f4f', 'vscoedit']",4/1/19 23:27,109
2537,[],3/10/19 20:49,109
2538,"['oregonstateuniversity', 'coffeeshop', 'winning', 'corvallisdb', 'thedailybarometer', 'dutchbros']",3/2/19 7:54,109
2539,[],11/25/18 23:10,109
2540,"['oregon', 'spiritualjourney', 'oregonstateuniversity']",10/6/18 7:29,109
